	1	2	3	4	5	6	7	8	9	10
0.05	0.8952380952380953	0.875	0.8827380952380953	0.8666666666666667	0.8779761904761904	0.8577380952380952	0.8720238095238094	0.875	0.880357142857143	0.8875000000000001
0.1	0.8916666666666666	0.8809523809523809	0.8761904761904762	0.8880952380952382	0.8827380952380953	0.8833333333333333	0.893452380952381	0.875595238095238	0.874404761904762	0.8875000000000001
0.2	0.8708333333333332	0.8666666666666667	0.8880952380952382	0.8797619047619047	0.8875000000000001	0.8964285714285715	0.8916666666666667	0.875	0.8892857142857142	0.8607142857142857
0.3	0.875595238095238	0.8714285714285713	0.8910714285714286	0.8720238095238094	0.8976190476190476	0.8845238095238095	0.8845238095238095	0.8886904761904763	0.9017857142857144	0.875
0.4	0.8916666666666667	0.9017857142857143	0.9059523809523808	0.8827380952380953	0.875	0.8970238095238096	0.8964285714285714	0.8964285714285714	0.8964285714285714	0.8708333333333332
0.5	0.8797619047619049	0.8833333333333333	0.8696428571428573	0.8886904761904763	0.8666666666666666	0.9011904761904762	0.8886904761904763	0.9047619047619048	0.8970238095238097	0.880357142857143
