	24	48	64	128	256	512
12	0.872936507936508	0.8554761904761904	0.8675793650793651	0.8595238095238095	0.8618650793650794	0.8435317460317461
24	0.8562698412698412	0.8642063492063493	0.8534920634920634	0.8625793650793652	0.8674206349206349	0.8669444444444445
48	0.8630952380952381	0.8639682539682539	0.862936507936508	0.8553174603174604	0.8659920634920635	0.845654761904762
64	0.8607539682539681	0.8775000000000001	0.8525396825396827	0.8649206349206349	0.8637301587301587	0.8568253968253968
128	0.8673412698412699	0.871031746031746	0.8621428571428572	0.8580555555555556	0.8650793650793651	0.8486507936507937
256	0.8639682539682539	0.8610317460317459	0.852936507936508	0.8705158730158731	0.8522222222222222	0.8549603174603174
512	0.8657936507936509	0.8669841269841271	0.8709126984126985	0.8573015873015873	0.8629563492063491	0.841388888888889
1024	0.8706349206349205	0.8664285714285714	0.8757936507936508	0.8728769841269841	0.8627380952380953	0.8474007936507938
