	24	48	64	128	256	512
ACC	0.8905982905982907	0.8781196581196581	0.8882051282051281	0.8856623931623931	0.8781623931623931	0.8797222222222221
AUC	0.950131746031746	0.9531592592592593	0.9520396825396826	0.9504444444444445	0.950239417989418	0.9464568783068783
F1	0.8582262719752904	0.8444658819681994	0.8559859432643463	0.8522667565877615	0.8431662106145191	0.843369509671828
