	24	48	64	128	256	512
12	0.8490398086183436	0.8430656552667938	0.8390137902785124	0.8414113938291129	0.837274713528067	0.8493849358734362
24	0.8430494319824513	0.8478800453980666	0.8522848411291452	0.8477648634391693	0.8370667273212585	0.8406455113477622
48	0.8550298740880323	0.8579995135153645	0.8494275412494184	0.8420831055965682	0.8579921431631119	0.8390379483932233
64	0.8446470814105878	0.844238333779954	0.8582821538244231	0.8486702607924718	0.849250301616193	0.8352960569744742
128	0.8395404072217906	0.8562334951007005	0.8414283534917845	0.8481057833872235	0.8506366317181712	0.8449750589221897
256	0.8517058320937085	0.8533966293940338	0.8561984206277703	0.8411943490107135	0.8453840950900046	0.84602692633792
512	0.8472127427072463	0.8523595065555906	0.8523418355012554	0.8540866474349755	0.8443152232500419	0.8443372383669009
1024	0.8541107569559389	0.8507843721168166	0.8534119263882727	0.8543614461212719	0.8471670762030422	0.8461426364915318
